ATG7_T1	ATG7_T2	ATG7_T3	pMXS_T1	pMXS_T2	pMXS_T3
Gm43878	0	0	0	0	0	0
2310069B03Rik	174	197	145	134	199	169
Gm6312	0	0	0	0	0	0
Gm45145	0	0	0	0	0	0
Sema4f	640	649	426	655	661	646
M1ap	2	2	3	2	0	0
Gm19287	0	0	3	3	5	4
Gm43985	0	0	0	0	0	0
Gm43981	0	0	0	0	0	1
Dok1	16	13	6	36	32	19
Loxl3	0	0	0	0	0	0
Mir7040	7	11	6	16	5	15
Htra2	0	0	0	0	0	0
Aup1	2	6	0	6	13	4
Dqx1	15	8	8	4	11	13
Tlx2	0	1	0	1	2	3
Gm37092	1	0	0	0	0	1
Pcgf1	0	2	0	6	0	0
Lbx2	0	0	8	0	0	1
Mir3470a	1	2	0	0	0	0
Ccdc142	0	2	0	6	3	0
Gm42688	120	100	63	111	95	106
Ccdc142os	0	0	6	4	1	2
Mrpl53	0	0	0	0	0	0
Mogs	0	0	0	0	0	0
Wbp1	0	0	0	0	0	0
Ino80b	0	0	0	0	0	0
Gm44287	0	0	0	0	0	0
Rtkn	0	0	0	0	0	0
Wdr54	6	0	22	3	0	3
1700003E16Rik	0	0	0	0	0	0
Dctn1	0	1	1	6	0	0
Gm15624	0	0	0	0	0	0
Slc4a5	0	0	0	0	0	0
Mthfd2	0	0	0	0	1	0
Gm43890	0	0	0	0	0	0
Mob1a	0	1	0	0	0	0
Bola3	49	57	42	30	31	49
Tet3	0	0	0	0	0	0
Mir6374	0	0	0	0	0	0
5430434F05Rik	0	0	0	0	0	0
B230319C09Rik	0	0	0	1	0	0
Dguok	30	26	16	25	40	35
Actg2	0	0	0	0	0	0
Stambp	97	100	74	116	101	158
Gm18537	15	12	18	27	22	29
Gm21284	0	0	0	0	0	0
Gm24990	0	0	0	0	2	0
Gm7424	2	2	5	5	3	3
Clec4f	0	0	0	0	0	0
Cd207	2	4	1	6	3	2
Vax2os	47480	43447	34009	113250	57893	60811
Gm27772	86	210	186	157	193	512
Gm27631	12692	15067	11804	13907	16373	25107
Gm27893	18	40	12	48	27	79
Vax2	6	5	3	3	3	9
Gm25054	4	1	4	9	2	2
Atp6v1b1	52	30	33	40	33	24
1700124L16Rik	288	273	228	1194	537	658
Ankrd53	576	557	268	570	693	597
Tex261	982	1750	1715	2409	2103	5072
Gm7443	488	466	247	510	469	454
Nagk	336	329	233	410	324	363
Paip2b	0	0	0	0	2	0
Gm23014	68	82	36	66	101	76
Gm5312	1	0	0	1	1	0
Gm6342	436	472	315	427	533	463
Zfp638	315	290	188	360	205	223
Gm44750	77	63	40	64	73	74
Gm5138	428	409	335	533	450	424
Gm43919	1133	1067	633	1207	1230	1161
Gm43920	1	8	0	4	6	2
Dysf	0	0	0	0	0	0
Gm43918	0	0	0	0	0	0
Gm7498	6	5	1	5	5	6
Gm15475	391	388	272	404	424	435
Gm44127	101	80	80	127	104	87
Gm10445	13	17	6	19	18	15
4930504D19Rik	1460	1465	1042	1419	1588	1683
Cyp26b1	0	0	5	1	1	0
Exoc6b	5	4	7	10	6	3
Gm7507	17	16	13	4	15	16
Gm44012	1405	1774	1763	1703	1577	2719
Gm44011	728	1043	816	1139	816	1452
Gm26353	149	243	143	237	226	458
Npm3-ps1	4	14	16	23	13	27
Gm43954	0	0	0	2	0	0
Gm43955	3	1	0	3	1	2
Gm43957	0	1	0	0	0	0
Gm5878	1	0	0	0	0	0
Gm43959	0	0	0	0	1	0
Spr	6	9	1	10	2	7
Gm10444	2	3	0	1	0	3
Gm44285	0	0	0	0	0	0
Gm22893	4	4	4	10	3	1
Spr-ps1	3	8	3	5	9	8
Emx1	406	445	276	380	383	377
Sfxn5	1	0	0	0	0	0
Rab11fip5	0	0	0	0	0	2
Mir705	65	177	315	69	95	294
Noto	565	568	339	508	554	605
Smyd5	0	0	0	1	0	1
Pradc1	1483	1440	1093	1455	1388	1532
Cct7	4	0	0	4	1	6
Fbxo41	0	0	0	2	0	0
Egr4	0	0	0	0	0	0
Gm44023	0	0	0	0	0	0
Alms1	0	0	0	0	0	0
Gm43588	0	0	0	0	0	0
Gm42600	3	8	0	3	6	10
Nat8f7	35	32	11	47	34	32
Alms1-ps1	0	0	0	0	0	0
Nat8f3	143	162	86	211	170	247
Gm27317	969	1074	834	1398	1510	1955
Alms1-ps2	37	26	15	8	22	20
Mir6375	0	0	0	0	0	0
Nat8f6	0	0	0	0	0	0
Nat8f5	9	14	3	11	14	4
Nat8	0	0	0	0	0	2
Gm9769	298	316	197	339	299	295
Nat8f2	0	0	0	0	0	0
Gm43309	244	234	190	302	278	219
Nat8f4	12	15	12	16	8	20
Nat8f1	3	5	6	5	8	2
Tprkb	0	0	0	0	0	0
Gm18290	15	15	8	22	23	18
Nat8b-ps	2663	2872	2288	2988	2882	3053
Gm7542	4	7	2	8	4	8
Dusp11	998	1037	705	893	1058	1105
Gm19265	225	280	162	171	166	207
4930553P18Rik	1	7	3	0	0	1
Figla	95	56	47	85	72	102
Add2	1	0	0	0	0	0
Gm44090	0	0	0	0	0	0
Gm44089	833	657	761	427	518	931
Gm19596	556	516	412	457	505	494
Tgfa	11521	11455	8077	6876	8678	9147
Gm43917	1	3	0	3	1	2
Gm7545	15	6	9	6	7	8
Gm10443	0	0	0	3	7	2
Gm18862	221	250	121	260	282	241
Fam136a	0	0	0	0	0	0
Snrpg	0	0	0	0	0	0
Gm44941	374	338	237	382	360	381
Pcyox1	3161	3349	2365	3347	3468	3562
Tia1	100	123	69	121	95	77
Gm44790	1	3	0	0	0	3
C87436	0	0	0	0	0	0
A430078I02Rik	0	0	0	1	1	0
2310040G24Rik	0	0	0	0	0	0
Gm43936	0	0	0	0	0	0
Gm28720	796	857	576	891	912	1035
Gm28719	46	56	22	63	44	62
Gm44386	0	0	0	0	0	0
Pcbp1	8	3	10	10	4	8
1600020E01Rik	23	29	18	18	15	23
Gm22184	0	0	0	0	0	0
Gm44369	8	8	12	3	4	11
Asprv1	4	5	6	6	5	4
Mxd1	1	0	0	0	0	0
Gm44292	0	0	0	0	0	0
Snrnp27	4	3	3	0	1	0
Gm44214	21	27	25	61	39	38
Gmcl1	157	187	85	184	234	186
Gm44036	0	0	0	0	0	0
Anxa4	0	5	0	0	0	0
2610306M01Rik	0	0	0	0	0	0
Aak1	0	0	0	0	0	0
Gm44153	0	0	0	0	0	0
Gm44152	0	0	0	0	0	0
Gm44093	453	516	285	581	489	645
Gm44091	0	0	0	0	0	0
Nfu1	456	500	388	505	508	500
Gfpt1	58	36	46	41	53	36
D6Ertd527e	0	3	0	0	0	0
Antxr1	0	0	0	0	0	0
Gm44415	2	4	1	7	5	12
Gm44416	0	0	0	0	0	0
Gm44417	26	46	41	61	40	57
Gm44418	0	0	0	0	0	0
n-R5s164	36	46	28	51	42	32
9530013L04Rik	361	300	254	340	292	260
Gm44414	0	0	0	0	0	0
Gkn1	27	32	26	8	14	24
Gkn2	0	0	0	0	0	0
Gkn3	385	434	296	404	646	580
Bmp10	0	0	0	0	0	0
Arhgap25	0	0	1	0	0	0
Gm44198	2	5	12	0	3	0
Prokr1	0	0	0	0	0	0
Gm44201	0	0	0	0	0	0
Aplf	0	0	0	0	0	0
Gm44097	23	37	26	248	8	29
E230015B07Rik	0	0	0	0	0	0
1810020O05Rik	3	0	0	0	1	0
Gm44210	0	0	0	0	0	0
Efcc1	835	863	700	902	847	782
Gm5879	0	0	0	0	0	0
Gm43904	0	0	0	0	0	0
Gp9	4	3	3	1	1	4
Rab43	0	0	0	0	0	0
Gm45140	0	0	0	0	0	0
Gm44423	46	58	60	56	59	91
9930120I10Rik	0	0	0	0	0	0
Isy1	32	30	15	0	0	4
B130021K23Rik	36	40	19	45	35	25
Cnbp	0	0	0	0	0	0
Gm44064	0	0	0	0	0	0
Copg1	0	0	0	0	0	0
Gm26636	0	0	0	0	0	0
Hmces	40	54	39	66	36	44
Rps19-ps9	248	271	200	458	283	277
H1fx	0	0	0	0	0	0
Gm5577	0	0	0	0	0	0
AC153872.1	0	0	0	0	0	0
Gm44168	0	0	0	0	0	0
4933412L11Rik	0	0	0	0	0	0
Rab7	0	0	0	0	0	0
Gm44187	0	0	0	0	0	0
Rpn1	0	0	0	0	0	0
Mir6376	99	88	121	78	63	257
Gm44246	0	0	0	0	0	0
Gata2	0	0	0	0	0	0
Gm44388	0	0	0	0	0	0
Dnajb8	0	0	0	0	0	0
1700031F10Rik	615	562	390	462	559	516
Eefsec	0	0	0	0	0	0
Gm44265	0	0	0	0	0	0
Gm25178	0	0	0	0	0	0
Gm44264	0	0	0	0	0	0
Ruvbl1	0	0	0	0	0	0
Sec61a1	0	0	0	0	0	0
Gm44170	0	1	0	0	0	0
Gm44430	0	0	0	0	0	0
Kbtbd12	0	0	0	0	0	0
Gm26588	2	0	0	0	0	0
Mgll	0	0	0	0	0	0
Gm44005	0	0	0	0	0	0
Gm43999	1	0	0	0	0	1
Gm43937	0	0	0	0	0	0
Gm44001	1	0	0	1	0	0
Abtb1	0	0	0	0	0	0
Podxl2	0	0	0	0	0	0
Gm15612	0	0	0	1	0	0
Gm36189	0	0	0	0	0	0
Mcm2	27	19	24	105	32	5
Tpra1	0	0	0	0	0	0
Gm44178	0	0	6	0	2	2
4933427D06Rik	0	5	0	0	0	0
Gm1965	0	0	0	0	0	0
Gm6507	0	0	0	0	0	0
Gm44203	0	0	0	0	0	0
Gm839	0	0	0	0	0	0
Gm25961	0	0	0	0	0	0
Gm44204	0	0	0	0	0	0
Gm44205	0	0	0	0	0	0
Gm26811	0	0	0	0	0	0
Plxna1	0	0	0	0	0	0
Gm44207	0	0	0	0	0	0
Chchd6	0	0	0	0	0	0
Gm43903	0	0	0	0	0	0
Txnrd3	0	0	0	0	0	0
Vmn1r-ps25	0	0	0	0	0	0
Vmn1r40	0	0	0	0	0	0
Vmn1r41	0	0	0	0	0	0
Vmn1r-ps26	0	0	0	0	0	0
Vmn1r-ps27	0	0	0	0	0	0
Vmn1r42	0	0	0	0	0	0
Vmn1r43	0	0	0	0	0	0
Vmn1r44	329	298	185	327	392	255
Vmn1r-ps28	0	0	0	0	0	0
Vmn1r45	0	0	0	0	0	0
Vmn1r46	0	0	0	0	0	0
Vmn1r-ps29	0	0	0	0	0	0
Vmn1r47	0	0	0	0	0	0
Vmn1r48	0	0	0	0	0	0
Vmn1r-ps31	0	0	0	0	0	0
Gm20534	0	0	0	0	0	0
Vmn1r49	0	0	0	0	0	0
Vmn1r50	0	0	0	0	0	0
Vmn1r51	0	0	0	0	0	0
Gm20426	2	1	3	8	8	11
Vmn1r-ps32	651	645	519	852	672	791
Vmn1r52	214	145	116	381	272	215
V1ra8	652	673	551	616	546	747
Vmn1r53	0	1	0	0	0	0
Gm4287	0	0	0	0	0	0
Vmn1r-ps34	14	4	7	3	14	4
Vmn1r54	0	0	0	0	0	0
Gm43891	0	0	0	0	0	0
BC048671	0	0	0	0	0	0
Chst13	0	0	0	0	0	0
Uroc1	9	4	4	6	3	4
Zxdc	21	26	25	24	17	34
C030015A19Rik	0	0	0	0	0	0
Cfap100	51	40	45	23	25	43
Gm44117	0	0	0	0	0	0
Klf15	0	0	0	0	0	0
Gm44421	0	0	0	0	0	0
RP24-457L7.3	725	602	522	596	597	685
Aldh1l1	1	0	0	3	3	0
Gm44236	0	1	5	0	0	0
Gm15756	26	28	21	15	44	22
Slc41a3	2	1	1	2	2	2
Iqsec1	0	0	0	0	0	0
Gm24816	0	0	0	0	0	0
Gm44123	0	0	0	0	0	0
Gm44105	0	0	0	0	0	0
Rpl21-ps12	309	321	276	510	579	698
Gm25185	393	331	154	390	317	337
Ppp1r2-ps2	2	0	4	2	2	2
Nup210	0	0	0	0	0	0
Gm44278	6	10	8	10	10	10
Hdac11	0	0	0	0	0	0
Gm14573	726	701	523	682	689	649
Gm44002	0	1	0	0	0	0
4930402H05Rik	376	376	214	367	448	322
Fbln2	1062	983	793	1066	1025	977
Wnt7a	0	0	0	0	0	0
Gm44628	0	1	0	0	2	4
RP23-190H11.8	0	0	0	0	0	0
Gm4575	6	10	1	3	6	3
4930471M09Rik	3	1	0	1	1	1
1810044D09Rik	3	1	0	0	0	2
Gm44629	0	0	0	0	0	0
Chchd4	0	0	0	0	0	0
Tmem43	0	0	0	0	0	0
Xpc	9782	10866	7736	9857	10991	10350
Lsm3	41	28	22	39	41	46
Gm45216	1	0	0	0	0	0
Gm45215	104	124	73	142	122	124
Gm45218	0	0	0	0	0	0
Gm45217	1	0	1	5	0	2
Slc6a6	234	452	538	271	436	1009
4930517G19Rik	0	0	0	0	0	0
RP23-292C5.8	0	0	0	0	0	1
Gm44981	29	27	15	33	34	30
Grip2	0	0	0	1	0	0
Gm44712	291	306	159	230	301	200
Ccdc174	234	211	166	177	220	154
4930590J08Rik	105	139	89	119	89	71
Gm44711	16	12	4	24	24	23
Fgd5	6	0	0	1	1	0
Gm44095	14	13	18	41	56	143
4930466I24Rik	298	315	275	305	326	345
Nr2c2	411	404	370	560	668	754
Gm44249	0	0	0	0	0	0
Mrps25	11	9	2	8	4	9
Rbsn	8	1	1	2	3	3
Trh	1	5	0	0	4	1
Gm44803	0	1	0	4	2	0
Gm44024	128	130	118	141	160	119
Prickle2	1	1	0	3	1	4
Gm17797	1271	1382	725	1050	1861	1882
Adamts9	91	102	79	114	114	122
A730049H05Rik	145	140	135	172	161	183
Gm15737	2350	2185	1592	2151	2109	2335
9530026P05Rik	44	28	35	20	18	24
Gm44224	16	14	7	22	9	17
Gm5313	1	0	1	6	2	5
Gm43923	10	14	12	4	8	4
Gm44220	11	6	18	40	12	28
Gm25094	61	74	47	86	73	76
Gm44181	950	913	727	774	752	916
Gm22312	0	0	0	0	3	0
Gm7812	4714	4159	3045	5463	6044	5672
Magi1	0	0	2	4	5	16
Gm23035	0	0	0	1	0	0
Gm22840	13	2	13	6	8	6
Gm44307	3	1	3	0	0	2
Gm19908	0	0	0	0	0	0
Gm7825	1511	1544	1119	1681	1730	1661
Gm44315	16	10	23	14	10	13
Slc25a26	1	0	1	0	0	0
Lrig1	898	929	688	900	959	971
Mir7041	0	0	3	0	0	0
Gm43997	66	43	40	53	44	51
Gm7833	1	5	7	0	3	0
Gm23364	0	1	0	0	0	0
Gm24601	0	0	0	0	7	1
Gm44100	123	119	69	75	85	102
4930511E03Rik	21	21	8	9	21	13
Gm26501	141	153	88	126	139	142
Kbtbd8os	0	0	0	0	0	0
Kbtbd8	44	61	43	48	43	64
Gm17822	3194	3663	2384	6485	5455	5751
Gm5723	39	53	40	21	17	64
AY512915	204	189	118	168	245	178
Gm10234	0	1	0	0	0	1
Suclg2	1	0	3	1	0	3
Gm7838	72	75	29	82	51	78
Gm5881	5	13	4	13	22	11
Fam19a1	147	105	77	129	147	129
1700123L14Rik	0	0	0	0	0	0
Gm22971	0	0	0	0	0	0
Gm26011	0	0	0	0	0	0
Fam19a4	1400	1281	801	1515	1501	1239
Eogt	1	0	2	4	3	1
Gm44065	2019	1985	1426	1762	2358	2090
Tmf1	0	0	0	0	0	0
Gm26175	0	0	0	0	0	0
Uba3	0	2	0	2	3	15
Arl6ip5	18	20	12	18	36	21
Lmod3	56	37	22	64	35	95
Frmd4b	0	0	0	0	0	0
Gm19653	0	1	4	1	4	3
Gm25852	1	2	1	4	0	3
Gm23510	0	0	0	0	0	0
Gm44102	0	0	0	1	0	0
Gm24565	64	53	42	64	64	50
Gm23703	14	4	10	6	6	8
Mitf	452	408	200	417	387	357
Gm15531	0	0	0	0	0	0
Gm32592	15	9	10	45	10	21
Gm765	2497	2374	1816	3722	3058	2779
Gm44196	0	0	0	0	0	0
Gm44197	0	0	0	0	0	0
Gm32308	0	0	0	0	0	0
Gm32381	0	0	0	1	0	0
Foxp1	0	0	0	0	0	0
AC155839.1	0	0	0	0	0	0
Gm20696	0	0	0	0	0	0
Gm20705	6	2	0	8	2	4
Gm22328	15	6	14	26	21	37
Gm24936	0	1	0	1	2	0
Eif4e3	0	0	0	0	0	0
Gm44104	3339	3192	1690	3614	4284	3696
Gpr27	0	0	0	0	0	0
Prok2	0	0	0	0	0	0
Gm26748	1	1	25	3	1	0
Gm5314	0	0	0	0	0	0
Gm6681	992	891	526	948	940	833
Tpt1-ps3	235	192	156	254	228	157
Gm43067	2	0	0	0	0	1
Gm24248	1974	2250	1437	1263	1559	1871
Gm44442	7	19	1	9	6	11
Gm44290	0	0	0	0	0	0
2010109P13Rik	3	4	8	1	1	7
Rybp	1	0	0	0	0	0
Gm18422	2	0	0	3	0	2
Gm44045	0	0	0	0	0	0
Gm44044	0	0	0	0	0	0
Gm23234	0	0	3	0	0	0
Gm44107	0	0	0	0	0	0
1700049E22Rik	0	0	0	0	0	0
Shq1	0	0	0	0	0	0
Gm6565	0	0	0	0	0	0
Gm44108	0	0	0	0	0	0
Gm44116	0	0	0	0	0	0
Gxylt2	0	0	0	0	0	0
Gm15576	0	0	0	0	0	0
Gm19692	202	295	226	136	263	429
Ppp4r2	0	0	0	0	0	0
4930595O18Rik	0	0	0	0	0	0
Gm43941	1	0	0	0	0	2
Gm43950	0	0	0	0	0	0
Gm43948	7	1	2	2	2	6
Gm43942	0	0	0	0	0	0
Gm19726	2536	2679	2143	2779	2710	3101
Pdzrn3	0	0	0	0	0	1
Gm26911	0	7	3	0	0	4
9530086O07Rik	61	31	27	57	48	53
Gm43953	5	3	1	7	2	4
Gm43947	0	0	0	0	0	0
Gm43946	5	0	8	6	3	12
Gm44169	0	0	0	0	0	0
Gm44171	241	294	228	338	334	265
Gm32453	6	3	3	3	1	2
Gm9871	140	133	126	204	161	180
Gm44176	1	2	1	2	4	2
Gm44177	4	0	0	0	0	0
Gm7924	0	0	0	0	0	0
Cntn3	0	0	0	0	0	0
Gm44189	12	17	14	5	15	18
Gm44188	2	0	0	6	0	6
Gm44422	96	125	46	68	99	87
Mir6373	18	13	11	30	12	19
Gm26022	0	0	0	0	0	0
Gm44429	3	0	4	1	0	2
Gm44449	0	0	0	0	0	0
Gm44295	0	0	0	0	0	0
Chl1	0	0	0	0	0	0
Gm44439	3	5	1	13	3	3
Gm7946	2142	2068	1496	1833	2195	2129
Gm44441	0	0	0	2	1	0
Gm24784	0	0	0	0	0	0
Gm44440	164	144	177	21	46	136
Gm44436	2	0	0	0	0	0
Gm25656	0	0	2	3	0	0
Gm21054	14	11	16	21	24	18
Gm18100	1	0	0	0	1	1
Cntn6	0	0	0	0	0	1
Gm5315	0	0	0	0	0	0
Gm23339	2	0	2	2	2	5
Gm25570	16	5	6	4	6	4
Gm19757	14	9	6	22	18	43
Gm4602	0	0	0	0	0	0
Gm15631	76	85	66	54	73	63
Cntn4	2	9	0	10	7	13
Il5ra	1598	1594	1083	1282	1422	1553
Trnt1	2	0	6	6	1	2
Crbn	28	19	21	44	28	15
Gm22418	3081	3262	2019	2493	2814	2905
Gm6064	0	0	0	0	0	0
Gm44398	1	0	0	0	0	0
Gm44399	0	0	0	0	0	0
Gm27690	0	0	0	0	0	0
Gm44277	0	0	0	0	0	0
Lrrn1	3	1	0	0	0	0
4933431M02Rik	0	2	0	0	0	4
Gm19177	2317	2566	1496	2715	3194	3364
Gm44279	4	6	0	4	12	4
Setmar	0	0	0	0	0	0
Sumf1	0	0	0	0	0	0
Gm4604	179	170	144	496	221	374
Itpr1	1	0	0	0	0	0
Gm27813	286	206	150	304	239	338
Gm44101	46	86	46	70	66	52
Mir7661	1	5	3	21	14	17
Gm44040	37	48	32	48	43	45
Gm16433	14	12	4	15	20	9
0610040F04Rik	6	1	0	2	8	8
Gm38167	0	0	0	0	0	0
Gm17055	4	7	0	2	2	3
Bhlhe40	1939	2138	1420	1644	1799	1721
Arl8b	353	395	285	267	379	300
Edem1	18	11	14	28	17	30
Gm44122	765	742	466	867	925	811
Gm29781	2	0	0	0	3	0
Gm32858	0	0	0	0	0	0
Gm44125	33	19	27	32	15	24
Gm4605	5	5	0	0	3	5
Gm44161	0	0	0	0	0	0
Gm44162	2640	3065	2452	2533	2773	2901
Gm19039	3	6	5	15	12	7
Gm20387	0	0	0	0	0	0
Grm7	2	0	0	1	0	1
Gm20386	9	11	0	15	16	11
Gm22093	0	1	1	0	3	2
Gm24005	36	41	24	118	108	95
Gm26362	3	11	7	6	3	17
Gm25454	0	0	0	0	0	0
Gm44192	0	0	0	0	0	0
1700054K19Rik	0	0	0	0	0	0
n-R5s165	0	0	0	0	0	0
Lmcd1	11	5	3	9	24	19
5031434C07Rik	0	0	0	0	0	0
Gm44193	1934	1917	1378	1893	1904	1776
Ssu2	0	0	0	0	0	0
Gm44336	7	4	3	10	5	4
Cav3	109	101	66	40	38	61
Oxtr	887	865	656	571	677	812
Gm27944	1	0	0	0	0	1
Gm15519	0	0	0	0	0	0
Gm23002	0	3	0	0	1	1
Gm5578	0	0	0	0	0	0
Rad18	25	10	6	50	36	31
Gm26799	1	0	0	0	0	0
Srgap3	64	77	38	310	314	182
Gm44081	2071	1982	1571	1462	1638	2080
Gm6134	1390	1250	981	1491	1389	1368
Gm43865	840	815	576	765	770	744
Gm8083	0	0	0	0	0	0
Gm23244	108	95	58	102	95	82
Gm43868	11	9	11	23	10	22
Thumpd3	0	4	4	3	4	2
Gm22591	0	0	0	0	0	0
Gt(ROSA)26Sor	2	0	0	7	0	7
Setd5	0	0	0	0	0	0
Lhfpl4	0	2	0	1	4	2
Mtmr14	0	0	0	0	0	0
Gm16161	0	2	0	0	0	0
Cpne9	438	377	297	483	408	405
Gm43935	51	26	30	58	32	34
Brpf1	5	11	7	2	2	5
Gm15492	44	51	92	82	58	141
Ogg1	57	50	43	166	143	93
Camk1	1097	1101	729	1103	1047	1002
Gm20589	514	498	288	352	534	846
Tada3	557	652	412	592	501	484
Arpc4	230	280	202	452	405	286
Ttll3	757	774	593	520	503	572
Rpusd3	0	0	0	0	0	0
Gm44280	16	17	13	14	3	13
Gm24387	17	10	6	17	23	11
Cidec	204	192	134	165	251	210
Gm43928	0	0	0	0	0	0
Jagn1	303	378	277	338	297	327
Il17re	0	0	6	1	1	0
Il17rc	176	122	73	126	159	164
Creld1	87	71	51	38	63	68
Prrt3	478	530	443	500	423	451
Emc3	63	39	31	40	28	19
Gm23365	147	185	118	138	184	113
Fancd2	0	0	0	0	0	0
Gm44232	0	0	0	0	0	0
Fancd2os	0	0	0	0	0	0
Brk1	0	0	0	0	0	0
Gm44200	0	0	0	0	0	0
Gm44199	0	0	0	2	0	0
Vhl	0	0	0	0	0	0
1700015O11Rik	0	0	0	0	0	0
Irak2	52	37	12	42	37	24
Gm43964	12	26	21	15	15	15
Gm43963	35	21	15	32	21	16
Gm43912	66	47	29	32	21	41
Tatdn2	0	0	0	0	0	0
Mir7042	0	0	0	0	0	0
Gm26982	0	0	0	0	0	0
Ghrl	1	1	0	4	6	2
Gm44033	254	249	162	337	312	213
Gm44053	30	15	30	74	20	51
Sec13	44	73	58	78	44	37
Atp2b2	0	0	0	0	0	0
Gm44167	1	0	3	0	0	2
Gm15082	24	19	20	11	14	7
Gm15083	2173	2231	1595	2574	2342	2259
Gm43911	0	0	0	0	0	0
Gm43932	1346	1394	898	1622	1715	1564
Slc6a11	2	0	0	0	0	0
Gm8132	136	119	71	125	79	104
Slc6a1	0	3	1	0	0	11
Hrh1	0	0	0	0	0	0
Atg7	233	416	471	364	501	933
Gm19040	3	4	1	9	9	4
Gm44332	5	2	0	0	0	1
Gm44331	575	630	483	491	487	514
Vgll4	23	30	20	16	17	14
Tamm41	0	0	0	0	0	0
Gm24767	54	86	41	98	52	70
Gm44010	327	281	255	397	371	368
Gm17733	0	0	0	0	0	2
Syn2	322	292	232	359	348	324
Gm18325	105	124	101	38	63	84
Gm17482	207	147	115	44	67	109
Timp4	0	0	0	0	0	0
Pparg	0	0	0	0	0	0
Gm44079	0	0	0	0	0	0
Gm44082	0	0	0	0	0	0
Tsen2	0	0	0	0	0	0
Mkrn2os	0	0	0	0	0	0
Mkrn2	0	0	0	0	0	0
Gm44157	0	0	0	0	0	0
Raf1	0	0	0	0	0	0
Gm14335	0	0	0	0	0	0
D830050J10Rik	0	0	0	0	0	0
Gm24008	7	10	13	10	11	9
Tmem40	0	0	0	0	0	0
Gm27853	144	123	92	274	156	142
Gm44180	0	0	0	0	0	0
Cand2	3	1	0	3	4	4
Mir7660	0	0	0	0	0	0
Rpl32	0	0	0	0	0	0
Snora7a	0	0	0	1	0	3
Efcab12	0	0	0	0	0	0
Gm44206	1600	1601	1197	899	1050	1255
Mbd4	0	0	0	0	0	0
Ift122	0	0	0	0	0	0
Rho	1	0	0	0	0	0
Gm43866	0	0	0	0	0	0
H1foo	156	162	144	170	148	191
Plxnd1	0	0	0	0	0	0
Tmcc1	0	0	0	0	0	0
Gm20404	1317	1388	1445	1275	1527	3778
Gm8203	17	27	23	33	38	27
Gm8213	14	24	72	6	9	24
9530062K07Rik	15	10	59	6	1	13
Fam21	2	3	0	1	0	0
Gm44103	0	0	0	0	0	0
Zfand4	0	0	0	0	0	0
Gm44957	0	0	2	2	5	0
March8	1	0	0	0	0	0
Gm23527	18	13	9	48	18	32
Gm44237	0	0	1	0	0	0
Alox5	3	1	39	1	7	0
Gm44076	21	26	27	31	18	49
Olfr211	0	0	0	0	0	0
Olfr212	377	322	224	367	406	341
Olfr213	4	0	7	3	4	7
Gm5580	0	0	0	0	0	0
Olfr214	0	0	0	0	0	0
Olfr215	0	1	0	0	0	0
Gm18485	30	26	47	34	48	43
Zfp422	142	148	111	113	135	129
Gm44154	0	0	0	0	0	0
Rassf4	0	0	0	0	0	0
Mir7043	0	0	0	0	0	0
8430408G22Rik	0	0	0	0	0	0
Tmem72	0	0	0	0	0	0
Gm22882	0	0	0	0	0	0
Gm43926	0	0	0	0	0	0
Gm43929	0	0	0	0	0	0
Gm43930	0	0	0	0	0	0
D030044L04Rik	0	0	0	0	0	0
Cxcl12	0	0	0	0	0	0
Rpl28-ps4	0	0	0	0	0	0
Gm4640	0	0	0	0	0	0
Gm6227	0	0	0	0	0	0
Gm43983	3	1	2	0	4	0
Gm9946	0	0	0	0	0	0
Gm45083	0	0	0	0	0	0
1700030F04Rik	0	0	0	0	0	0
Gm7292	0	0	0	0	0	0
Gm6253	1	0	0	0	0	0
Zfp637	0	0	0	0	0	0
Zfp239	0	0	0	0	0	0
Gm29509	0	0	0	0	0	0
Hnrnpf	0	0	0	0	0	0
4933440N22Rik	0	0	0	0	0	0
Gm43863	0	0	0	0	0	0
Fxyd4	0	0	0	0	0	0
Gm25535	0	0	0	0	0	0
Gm4875	0	0	0	0	0	0
Rasgef1a	0	0	0	0	0	0
Mir7044	0	0	0	0	0	0
Csgalnact2	0	0	0	0	0	0
Gm23908	0	0	0	0	0	0
Ret	0	0	0	0	0	0
1700069P05Rik	0	0	0	0	0	0
Gm30557	0	0	0	0	0	0
Gm30498	0	0	0	0	0	0
Bms1	0	0	0	0	0	0
Zfp248	0	0	0	0	0	0
Gm25953	0	0	0	0	0	0
Zfp9	0	0	0	0	0	0
Ankrd26	0	0	0	0	0	0
Cacna1c	0	0	0	0	0	0
Gm18981	0	0	2	0	0	0
Gm25905	0	0	0	0	0	3
Dcp1b	36	56	28	83	33	40
Cacna2d4	0	0	0	0	0	0
Lrtm2	0	0	3	0	0	0
Adipor2	0	0	0	0	0	0
Wnt5b	0	0	0	0	0	0
Fbxl14	0	0	0	0	0	0
Erc1	0	0	0	0	0	0
Gm44317	0	0	0	0	0	0
Gm15532	0	0	0	0	0	0
4930540M05Rik	0	0	0	0	0	0
Rad52	0	0	0	0	0	0
Wnk1	0	0	0	0	0	0
Gm16199	0	0	0	0	0	0
Mir706	0	0	0	0	0	0
Ninj2	0	0	0	0	0	0
Gm25327	0	0	0	0	0	0
B4galnt3	0	0	0	0	0	0
D330020A13Rik	0	0	0	0	0	0
