AD_C1	AD_C2	AD_C3	ATG7_T1	ATG7_T2	ATG7_T3
Vmn2r-ps81	0	0	0	0	0	0
Vmn2r-ps82	2	3	3	1	1	0
Vmn2r-ps83	0	0	0	0	0	0
Vmn2r-ps84	0	0	0	0	0	0
Vmn2r75	11	19	17	7	8	4
Vmn2r-ps85	10	12	17	6	3	8
Vmn2r-ps86	2	6	5	7	10	12
Vmn2r76	0	0	0	0	0	5
Olfr310	0	1	1	1	0	0
Gm20480	0	0	0	0	0	0
Gm23192	0	0	0	0	0	0
Olfr309	0	0	0	0	0	0
Olfr308	8	8	7	2	0	2
Olfr307	0	0	0	0	0	0
Olfr306-ps1	0	0	0	1	0	0
Olfr305	0	2	0	1	2	3
Olfr304	0	0	0	0	0	0
Olfr303	0	0	0	0	0	0
Gm45541	2	0	0	0	0	0
Olfr301	0	0	0	0	0	0
Olfr300-ps1	9	10	4	16	11	6
Olfr299	0	0	0	0	0	0
Olfr298	0	1	0	1	0	0
Olfr297	0	0	0	0	0	0
Gm17919	0	0	0	0	0	0
Olfr296-ps1	0	0	0	0	0	0
Olfr295	0	0	0	0	0	0
Olfr294	0	0	0	0	0	0
Olfr293	1	5	5	1	2	0
Olfr292	0	0	0	0	0	0
Folh1	0	1	0	0	0	0
Vmn2r77	0	0	0	0	0	0
Vmn2r-ps87	0	0	0	0	0	0
Gm19203	0	0	0	0	0	0
Vmn2r78	0	0	2	0	0	1
Vmn2r79	0	0	0	0	0	0
Gm44925	0	1	0	1	0	0
Gm6230	0	0	2	2	3	0
Nox4	0	0	0	0	0	0
Tyr	0	0	0	0	0	0
Grm5	0	1	0	0	0	0
Gm44926	0	0	0	0	0	0
Gm44927	0	0	0	0	0	0
Gm44848	1	0	0	1	1	0
Gm44847	0	0	0	0	0	0
Gm24249	0	0	0	0	0	0
Gm44846	0	0	0	0	0	0
Ctsc	0	0	0	0	0	0
Gm26522	0	0	0	0	0	0
Gm44751	0	0	0	0	0	0
Gm25345	0	0	1	1	0	0
Rab38	0	0	0	0	0	0
Gm15661	0	0	0	0	0	0
Rps13-ps2	0	0	0	0	0	0
Gm8183	0	0	0	0	0	0
Gm6240	0	0	0	0	0	0
Gm45144	0	0	0	0	0	0
Tmem135	0	0	0	0	0	0
Gm44704	0	0	0	0	0	0
Gm24659	0	0	1	0	0	0
Gm22171	0	0	0	0	0	0
Gm44995	0	0	0	0	0	0
Gm44996	0	0	0	0	0	0
Fzd4	6	12	4	5	5	4
AI314278	3	8	8	7	4	1
Prss23	7	0	5	3	1	4
Prss23os	0	0	0	0	0	0
Gm45064	0	0	0	0	0	0
Gm2546	0	0	0	0	0	0
A230065N10Rik	0	0	0	0	0	0
Me3	0	0	0	0	0	0
Gm15744	0	0	0	0	0	0
RP24-369J8.1	0	0	0	0	0	0
Ccdc81	0	0	0	0	0	0
Hikeshi	83	87	79	65	42	23
Eed	1	0	0	0	0	0
Gm45120	0	2	0	1	5	0
E230029C05Rik	0	0	0	0	0	0
Gm44860	0	0	0	0	0	0
Gm44861	1	2	6	1	1	1
Gm5341	0	0	0	0	0	0
2310010J17Rik	0	3	3	4	2	1
Picalm	0	0	0	0	0	3
Gm45223	1	0	0	10	15	0
Gm45222	0	0	0	0	0	0
Gm45221	0	0	0	0	5	0
Gm45220	0	0	0	0	0	0
Ccdc83	0	0	0	0	0	0
n-R5s155	0	1	0	0	0	0
Sytl2	0	0	0	0	0	0
Ccdc89	0	0	0	0	1	0
Crebzf	0	0	0	0	0	0
Tmem126a	0	0	0	0	0	0
Gm44907	0	0	0	0	0	0
Tmem126b	13	4	8	5	2	3
Dlg2	0	0	0	0	0	0
Gm45162	0	0	0	0	0	0
A930002H02Rik	0	0	0	0	0	0
Gm45161	0	1	0	0	0	0
Gm45159	0	0	0	0	0	0
Gm45178	0	0	0	0	1	0
Gm45179	0	0	0	0	0	0
Dlg2.1	0	0	0	0	0	0
Gm27470	0	1	0	0	0	0
Gm27660	2	0	0	1	0	0
Gm45176	0	0	0	0	0	0
Gm45177	17	15	24	15	15	10
Gm45182	0	0	0	0	0	0
Gm24552	0	0	0	0	0	0
Gm45183	0	0	0	0	0	0
Gm44678	0	0	0	0	0	0
Gm22080	0	0	0	0	0	0
Gm44679	0	0	0	0	0	0
Gm44675	0	0	0	0	0	0
Gm44676	0	0	0	0	0	0
Gm44677	0	0	0	0	0	0
Gm44680	0	0	0	0	0	0
Gm44681	0	0	0	0	0	0
Gm23928	2	0	2	0	1	0
C030038I04Rik	0	0	0	0	0	0
Gm45130	5	1	3	2	1	3
Gm45129	0	0	0	0	0	0
Gm45131	0	0	0	1	0	0
4931412I15Rik	0	0	0	0	0	0
Gm45128	0	0	0	2	0	0
B230206I08Rik	18	10	23	11	16	7
Gm45201	0	0	0	0	0	0
Ccdc90b	0	0	0	0	0	0
Ankrd42	0	0	0	0	0	0
Gm37008	8	2	1	3	1	0
Gm26944	0	0	0	0	0	0
6430511E19Rik	0	0	0	0	0	0
Pcf11	0	0	0	0	0	0
Gm45199	0	0	0	0	0	0
Gm26981	0	0	0	0	0	0
4632427E13Rik	0	0	0	0	0	0
Rab30	0	0	0	0	0	0
Gm45200	0	0	0	2	0	0
Ddias	0	0	0	0	0	1
Prcp	0	0	0	0	0	0
9530078K11Rik	0	0	0	0	0	0
Gm31663	0	0	0	0	0	0
Gm26862	0	0	0	0	0	0
Gm9934	0	0	0	0	0	0
Fam181b	0	0	1	0	0	0
Gm25860	0	0	0	0	0	0
Gm44715	0	0	0	0	0	0
Gm15501	1	0	0	0	0	0
Gm44947	0	0	0	0	0	0
Gm45037	0	0	0	0	0	0
Gm45038	0	2	1	2	0	0
Gm8285	0	0	0	0	0	0
Gm45039	0	0	0	0	0	0
Bc1-ps1	0	0	0	0	0	0
Gm44905	0	0	0	0	0	0
Gm5899	75	27	57	20	26	22
Gm44601	0	0	0	0	0	0
Gm44602	0	0	0	0	0	0
Gm19761	0	0	0	0	0	0
Gm23884	0	0	1	1	0	0
Gm25684	0	0	0	0	0	0
Gm8309	3	1	0	1	0	1
Gm44603	0	0	0	0	0	0
Gm5037	0	0	0	0	0	0
Tenm4	0	0	0	0	0	0
Gm8319	0	0	0	0	0	0
Mir708	10	17	9	19	25	31
Mir6394	0	1	0	0	0	0
Gm15412	0	0	0	0	0	0
Rps11-ps5	0	0	1	0	0	0
Gm15414	0	0	0	0	0	0
Gm15413	0	0	0	0	0	0
Gm15416	0	2	0	0	0	0
Gm44633	0	0	0	0	0	0
Gm25712	0	0	0	0	0	0
C230038L03Rik	0	0	0	0	0	0
Gm22226	0	0	0	0	0	0
Nars2	2	2	0	0	0	0
Gab2	0	0	0	0	0	0
Usp35	0	0	0	0	0	0
Kctd21	0	0	0	0	0	0
Alg8	1	2	2	2	1	0
Ndufc2	0	0	0	0	0	0
Gm16053	15	13	15	4	6	4
Thrsp	0	0	0	0	0	0
Kctd14	0	0	0	0	0	0
Ints4	0	1	0	0	0	0
Gm24412	0	0	0	0	0	0
Aamdc	0	0	0	0	0	0
Rsf1	0	0	0	0	0	0
Ywhaq-ps1	0	0	0	0	0	0
Rpl15-ps5	0	0	0	0	0	0
Rsf1os1	0	0	0	0	0	0
Rsf1os2	0	0	0	0	0	0
Gm45186	0	0	0	0	0	0
Clns1a	0	0	0	0	0	0
Aqp11	3	2	5	3	0	0
Pak1	4	12	5	2	0	1
Gm44590	0	0	0	0	0	0
Gdpd4	0	0	0	0	0	0
Myo7a	0	0	0	0	0	0
Capn5	8	10	6	3	2	3
Omp	1	0	3	1	1	1
Gm16938	0	0	0	0	0	0
B3gnt6	0	0	0	0	0	0
Acer3	0	0	0	1	0	0
Tsku	1	0	0	0	1	0
Gm44507	0	0	0	0	0	0
Gm44980	0	1	1	1	2	3
Gucy2d	0	0	0	0	0	0
Gm2926	0	0	0	0	0	0
Gm44978	0	0	0	0	0	0
Lrrc32	0	0	0	0	0	0
Gm23040	0	0	0	0	0	0
A630091E08Rik	0	0	0	2	0	2
Emsy	0	0	0	0	0	0
Gm45132	1	1	0	0	0	2
Gm15506	0	0	1	0	0	0
Prkrir	3	7	9	13	17	12
Gm44653	0	0	0	0	0	0
Gm44934	0	0	1	1	0	1
Wnt11	2	0	1	0	0	0
Gm8398	16	16	14	6	6	7
Uvrag	0	0	0	0	0	0
Gm45188	0	0	0	0	0	0
Gm45187	0	0	0	0	0	0
Gm23479	0	0	0	0	0	0
Gm33882	0	0	0	0	0	0
Gm44975	0	0	0	0	0	0
Gm45185	0	0	0	0	1	0
Dgat2	4	0	4	1	2	3
Gm45012	0	0	1	4	1	0
Mogat2	0	0	0	0	0	0
Gm18943	0	0	0	1	0	0
Gm26705	0	0	0	0	0	0
Map6	0	0	0	0	0	0
Gm45591	6	0	0	1	3	0
Serpinh1	0	0	0	0	0	0
Gdpd5	0	0	0	0	0	0
Klhl35	0	0	0	0	0	0
Rps3	0	0	0	0	0	0
Snord15b	0	0	0	0	0	0
Snord15a	0	0	2	0	0	1
n-R5s156	0	0	0	0	0	0
Arrb1	1	0	0	2	0	0
Mir326	0	0	0	0	0	0
Gm44914	0	1	0	0	0	4
Tpbgl	8	12	5	50	45	46
Gm10605	0	0	0	0	0	0
Gm25409	0	0	0	0	0	0
Slco2b1	0	0	0	0	0	0
Gm15635	0	0	0	1	0	0
Gm34280	1	0	0	0	0	0
Gm44551	0	0	0	0	0	0
Olfr520	0	0	0	0	0	0
Gm19182	0	0	0	0	0	0
Olfr521	0	0	0	0	0	0
F730035P03Rik	0	0	0	0	0	0
Neu3	0	0	0	0	0	0
Spcs2	5	1	4	1	2	2
Xrra1	0	0	0	0	0	0
Gm44900	0	0	0	0	1	0
A930030B08Rik	0	0	0	0	0	0
Rnf169	0	0	0	0	0	0
Gm18959	0	0	0	0	0	0
Gm17931	0	0	0	0	2	3
Chrdl2	0	0	0	0	0	0
Pold3	16	19	15	10	13	6
Lipt2	0	0	0	0	0	0
Gm34821	0	0	0	3	2	1
Kcne3	0	0	0	0	0	0
Gm7067	0	0	0	0	0	0
Pgm2l1	1	0	0	0	0	2
Gpx2-ps1	0	0	0	0	0	0
P4ha3	0	0	0	0	0	0
Ppme1	6	7	3	7	6	2
C2cd3	0	0	0	0	0	0
Gm44571	0	3	0	1	1	3
Gm10603	0	0	0	0	0	0
Gm37716	0	0	0	0	0	0
Ucp3	0	0	0	0	0	0
Ucp2	0	0	0	0	0	0
Dnajb13	0	0	0	0	0	3
Gm8463	0	0	1	0	0	0
Coa4	7	2	3	0	2	4
Gm44804	1	0	0	0	0	0
Mrpl48	0	0	0	0	0	0
Gm44648	3	1	2	1	0	0
Cox20-ps	0	0	0	0	0	0
Rab6a	0	0	0	0	0	0
Gm14382	0	0	0	2	0	0
Plekhb1	0	0	0	0	0	0
Gm44791	0	0	0	1	0	0
Fam168a	0	0	0	0	0	0
Gm45209	3	1	2	0	1	0
Gm3200	355	388	399	234	238	231
Gm44953	1	1	0	1	0	0
Relt	0	0	0	0	0	0
Arhgef17	1	0	0	0	0	0
Mir3102	0	0	1	0	0	0
P2ry6	0	0	0	0	0	0
Gm44545	0	0	0	0	0	0
P2ry2	0	1	0	0	0	0
Gm45070	0	0	0	0	0	0
Gm5735	74	54	119	24	40	35
Fchsd2	0	0	0	0	0	0
Gm6341	0	0	0	0	0	0
00R_AC107638.2	0	0	0	0	0	0
Atg16l2	0	0	0	0	0	0
Stard10	5	1	2	4	4	2
Gm20476	0	0	0	0	0	0
Gm45344	0	0	0	0	0	0
Gm45620	0	0	0	0	0	0
Arap1	0	0	0	0	0	0
Gm45548	1	0	0	0	1	0
Pde2a	0	0	0	0	0	0
Pde2a.1	0	0	1	3	2	0
Mir139	0	0	0	0	0	0
Gm45599	0	0	0	0	0	0
Art2a-ps	0	0	0	0	0	0
Gm7027	0	0	0	0	1	0
Art2b	0	0	0	0	0	0
Clpb	0	2	1	0	0	0
Gm45380	18	19	21	7	10	3
Phox2a	0	0	0	2	0	0
Inppl1	0	0	0	0	0	0
Gm10602	0	0	0	0	0	0
Folr2	0	1	0	1	0	0
Gm45319	0	0	0	0	0	0
Folr1	0	0	0	0	0	0
Anapc15	0	0	0	0	0	0
Gm22655	0	0	1	1	0	0
Tomt	0	0	0	0	0	0
Lamtor1	0	0	0	0	0	0
Lrrc51	0	0	0	0	0	0
Numa1	0	0	0	0	0	0
Gm8523	0	0	0	0	0	0
Gm45312	0	0	0	2	1	0
Gm45313	0	0	0	0	0	0
Il18bp	0	0	0	0	0	0
Rnf121	16	11	9	12	6	3
Xndc1	0	0	0	0	0	0
Xntrpc	0	0	0	0	0	0
Trpc2	0	0	0	0	0	0
Art5	0	0	0	0	0	0
Art1	0	0	0	0	0	0
Chrna10	0	0	0	0	0	0
Nup98	3	7	3	3	2	1
Pgap2	0	0	0	0	0	0
00R_Pgap2	0	0	0	0	0	0
Rhog	0	0	1	0	0	0
Stim1	0	0	0	0	2	0
Gm18255	0	0	0	0	0	0
Rrm1	2	3	2	2	1	0
Gm45399	0	0	0	0	0	0
Olfr543	0	0	0	0	0	0
Olfr544	0	0	0	1	0	3
Olfr545	0	0	0	0	2	2
Gm8556	0	0	0	0	0	0
Olfr546-ps1	0	0	0	0	0	0
Olfr547	0	0	0	0	0	0
Olfr548-ps1	115	64	116	51	49	32
Olfr549	0	0	0	0	0	0
Trim21	0	0	0	0	0	1
Gm5339	0	0	0	0	0	0
Olfr550	0	1	0	0	0	0
Olfr551	1	0	0	1	0	0
Olfr552	1	6	2	1	2	1
Olfr553	0	0	0	0	0	0
Olfr554	8	10	5	3	5	1
Gm2996	0	0	0	0	0	1
Olfr555	0	0	0	0	0	0
Olfr556	0	0	0	0	0	0
Gm45687	0	0	1	1	0	0
Trim68	0	0	0	0	0	0
Gm45527	3	0	2	3	5	0
Olfr557	0	0	0	0	0	0
Olfr558	0	0	0	0	0	0
Gm45688	0	0	0	0	0	0
Olfr33	0	0	0	0	0	0
Olfr559	0	0	0	0	0	0
Gm24210	2	2	0	0	4	4
Olfr78	0	0	0	0	0	0
Olfr560	0	0	0	0	0	0
Olfr561	0	0	0	0	0	0
Olfr562-ps1	0	0	0	0	0	0
Olfr563-ps1	0	1	2	0	0	1
Olfr564	0	0	0	0	0	0
Olfr565-ps1	0	0	0	0	0	0
Olfr566	0	0	0	0	0	0
Gm45689	0	0	0	0	0	0
Olfr567-ps1	3	3	2	0	0	4
Olfr568	0	0	0	0	0	0
Olfr569	0	0	0	0	0	0
Olfr570	0	0	0	0	0	0
Olfr571	0	0	0	0	0	0
Olfr572	0	1	0	0	0	0
Olfr573-ps1	3	0	0	0	0	0
Olfr574	0	0	0	0	0	0
Olfr575	0	0	0	0	0	0
Olfr576	0	0	0	0	0	0
Olfr577	0	0	0	0	0	0
Olfr578	0	0	0	0	0	0
Olfr1527-ps1	0	0	0	0	0	0
Olfr580-ps1	1	0	4	0	0	0
Olfr581-ps1	0	0	0	0	0	0
Olfr582	0	0	0	0	0	0
Olfr583	0	0	0	0	0	0
Olfr584	0	0	0	0	0	0
Olfr585	0	0	0	0	0	0
Olfr586	0	0	0	0	0	0
Olfr587-ps1	0	0	0	0	0	0
Gm15120	1	0	0	4	0	0
Olfr588-ps1	0	0	0	0	0	0
Gm15116	0	0	0	0	0	0
Olfr589	2	6	5	1	9	4
Olfr590-ps1	0	0	0	0	0	0
Olfr591	0	0	0	0	0	0
Olfr592	0	0	0	0	0	0
Olfr593	0	0	0	0	0	0
Olfr594	0	0	0	0	1	0
Olfr595-ps1	0	0	0	0	0	0
Usp17ld	2	1	0	0	0	0
Gm25171	0	0	0	0	0	0
Gm23550	103	121	102	88	101	53
Gm23973	0	0	1	0	0	0
Olfr596	0	0	0	0	0	0
Olfr597	0	0	0	0	0	0
Olfr598	0	0	0	1	0	0
Olfr599	0	0	0	0	0	0
Olfr600	0	0	0	0	0	0
Olfr601	2	0	2	0	0	0
Olfr602-ps1	0	0	0	0	0	0
Olfr603	0	0	1	0	1	0
Usp17lc	2	0	0	0	0	0
Gm25774	0	0	0	0	0	0
Olfr605	0	0	0	0	0	0
Olfr606	0	0	0	0	0	0
Olfr607	0	0	0	0	0	2
Olfr608	0	1	0	0	0	0
Olfr609	0	0	0	0	0	0
Olfr610	0	3	1	2	1	2
Olfr611	0	0	0	0	0	0
Olfr612	0	0	0	0	0	0
Olfr613	0	0	0	0	0	0
Olfr615	1	2	0	1	0	0
Olfr616	0	0	0	0	0	0
Olfr617	0	0	1	0	0	0
Gm26506	0	0	0	0	0	0
Olfr618	0	0	0	0	0	0
Olfr619	0	0	0	0	0	0
Olfr620	0	0	0	0	0	0
Olfr621-ps1	0	0	0	1	0	2
Olfr622	0	0	0	0	0	0
Olfr623	0	0	0	0	0	0
Olfr624	0	0	0	0	0	0
Olfr625-ps1	2	1	1	0	0	1
Olfr626-ps1	2	3	0	0	1	0
Olfr260-ps1	0	0	0	0	0	0
Olfr243	0	0	0	0	0	0
Olfr628	0	0	0	0	0	0
Olfr629	0	0	0	0	0	0
Olfr630	0	0	0	0	0	0
Olfr69	0	1	0	0	3	4
Olfr68	0	0	2	0	1	2
Olfr67	0	0	0	1	0	0
Hbb-bt	0	0	0	0	0	4
Hbb-bs	0	0	0	0	0	0
Gm15115	0	0	0	0	0	0
Hbb-bh3	0	0	0	0	0	0
Hbb-bh2	0	0	0	0	0	0
Hbb-bh1	0	0	0	0	0	0
Hbb-bh0	0	0	0	0	0	0
Hbb-y	0	0	0	0	0	0
Olfr66	0	2	3	1	4	0
Dnajc19-ps	0	0	0	0	0	0
Olfr64	0	0	0	0	0	0
Olfr65	0	0	0	0	0	0
Olfr631	0	0	0	0	0	0
Olfr632	0	0	0	0	0	0
Gm45655	0	0	0	0	0	0
Olfr633	0	0	0	0	0	0
Olfr634-ps1	0	0	0	2	1	4
Olfr635	0	0	1	0	0	0
Gm4886	0	0	0	0	0	0
Olfr636-ps1	0	0	0	0	0	0
Olfr637-ps1	0	0	0	0	0	0
4930516K23Rik	0	0	0	0	0	0
Olfr638	1	0	0	0	0	0
Olfr639	0	0	0	0	0	0
Olfr640	0	0	0	0	0	0
Olfr641	0	0	0	0	0	0
Olfr642	0	0	1	0	0	0
Olfr643	0	0	0	0	0	0
Olfr644	0	0	0	0	0	0
Olfr645	0	0	0	0	0	0
Olfr646	2	2	1	0	1	0
4931431F19Rik	1	0	0	0	0	0
Ubqln3	0	0	0	0	0	0
Ubqlnl	0	0	0	0	0	0
Olfm5	0	0	0	0	0	0
Olfr647-ps1	14	11	10	0	5	3
Olfr648	4	2	1	5	3	0
Olfr649	0	0	0	0	0	0
Olfr650-ps1	0	0	0	0	0	0
Trim6	0	0	0	0	0	0
Gm8667	0	0	0	0	0	0
Trim34a	0	0	0	0	0	0
RP24-125B17.2	0	0	5	0	0	0
Trim5	0	0	0	0	0	0
Gm24846	0	0	0	0	0	0
Trim12a	0	0	0	0	0	0
Gm15133	0	0	1	1	0	0
Trim34b	8	3	3	3	1	0
Trim12c	1	0	1	0	0	0
Gm27995	0	2	1	1	0	0
Trim30b	0	0	0	0	0	0
Trim30c	0	0	0	0	0	0
Gm45471	0	0	0	0	0	0
Trim30a	0	0	0	0	0	0
Gm25405	0	0	0	0	0	3
Trim30d	0	0	0	0	0	0
Gm16464	7	6	2	2	1	3
Gm6574	0	0	0	0	0	0
Trim30e-ps1	0	0	0	0	0	0
Olfr651	0	0	0	0	1	4
Olfr652	2	0	1	0	2	0
Olfr653	0	1	0	0	1	4
Olfr654	0	0	0	2	0	5
Olfr655	0	0	0	0	0	0
Olfr656	0	0	0	0	0	0
Olfr657	1	0	0	0	0	0
Olfr658	0	0	0	0	2	0
Usp17le-ps	2	7	0	8	21	4
Olfr659	2	2	0	1	1	1
Olfr660-ps1	0	0	0	3	0	0
Olfr661	0	0	0	0	0	0
Gm6593	1	0	0	0	0	0
Olfr662-ps1	0	0	1	0	0	0
Olfr663	0	0	0	0	0	0
Olfr663.1	0	0	0	0	0	0
Olfr664	2	2	1	0	1	1
Usp17le	0	0	0	0	0	0
Gm4887	0	0	0	0	0	0
Usp17lb	0	0	0	0	0	0
Usp17la	0	0	0	0	0	0
Gm45556	0	0	0	0	0	0
Olfr665	0	0	0	0	0	0
Olfr666	3	3	1	0	2	3
Gm45272	1	3	0	5	5	1
Gm45275	0	0	0	0	0	0
Olfr667	0	0	0	0	0	0
Olfr668	0	1	0	0	0	0
Olfr669	0	0	0	0	0	0
Gm45273	0	0	0	0	0	2
Gm5900	0	0	0	0	0	0
Olfr670	2	1	1	1	0	0
Olfr671	0	0	0	0	0	0
Olfr672	0	0	0	0	0	0
Olfr673-ps1	0	0	0	0	0	0
Olfr674-ps1	0	0	0	0	0	0
Olfr675	0	0	0	0	0	0
Olfr676	0	0	0	0	0	0
Olfr677	0	0	0	0	0	0
Gm8913	0	0	0	0	0	0
Olfr678	0	0	0	0	0	0
Gm17989	0	0	0	0	0	0
Gm45557	0	0	0	0	0	0
Olfr679	1	1	0	0	0	2
Olfr680-ps1	0	0	0	0	0	0
Gm17990	40	55	45	24	33	20
Gm45558	6	4	3	4	3	5
Olfr681	0	0	0	0	0	0
Olfr682-ps1	0	0	0	0	0	0
Olfr683	0	0	0	0	0	0
Gm45374	0	0	0	0	0	0
Olfr684	0	0	0	0	0	0
Olfr685	0	0	0	0	0	0
Olfr686	0	0	0	0	0	0
Olfr687	0	0	0	0	0	0
Olfr688	221	176	263	93	133	123
Olfr689	0	0	0	0	0	0
Gm45331	1	0	0	1	0	0
Olfr690	0	0	0	0	0	0
Olfr691	0	0	0	0	0	0
Olfr692	0	0	0	0	0	0
Fam160a2	0	0	0	0	1	0
Gm5901	0	3	0	0	2	1
RP23-397L11.6	0	0	0	0	0	0
Cnga4	0	0	0	0	0	0
Gm4972	0	0	0	0	0	0
Cckbr	0	0	0	0	0	0
Prkcdbp	0	0	0	0	0	0
Gm45667	0	0	0	0	0	0
Smpd1	0	0	0	0	0	0
Apbb1	0	1	3	0	0	0
Hpx	0	0	0	0	1	0
Trim3	1	0	1	0	0	0
Gm45632	0	0	0	0	0	0
Arfip2	0	0	0	0	0	0
Timm10b	0	0	0	0	0	0
Dnhd1	0	0	0	0	1	0
Gm22504	0	0	0	0	0	0
Dnhd1.1	11	20	9	6	16	11
Mrps36-ps2	0	0	0	0	0	0
Rrp8	0	0	0	0	0	0
Ilk	12	7	10	5	9	0
Taf10	0	0	0	0	0	0
Tpp1	0	0	0	0	0	0
Dchs1	0	0	0	0	0	0
Gm15645	0	0	0	0	0	0
Mrpl17	0	0	0	0	0	0
RP23-466I14.2	0	0	0	0	0	0
9130208D14Rik	0	0	0	0	0	0
Gm45684	0	0	0	0	0	0
Gm4070	0	0	0	0	0	0
Gm20663	0	0	0	0	0	0
Gm18852	0	0	0	0	0	0
Gm27228	4	7	14	5	6	0
Gm8979	0	0	0	0	0	0
Gm27149	0	0	0	0	0	0
Gm8982	0	0	0	0	0	0
Gvin1	0	0	0	0	0	0
Gm18853	0	0	0	0	0	0
Gm27150	0	0	0	0	0	0
Gm8989	0	1	0	0	0	0
Gm4759	0	1	0	0	0	0
Gm22372	0	0	0	0	0	0
Gm8995	1	0	1	0	0	0
Gm1966	21	19	19	18	5	4
Olfr693	0	0	1	2	1	0
Olfr694	0	0	0	0	0	0
Gm44857	0	0	0	0	0	1
Olfr695	0	0	0	0	0	0
Olfr696-ps1	2	2	6	7	5	4
Olfr697	5	0	0	4	0	0
Olfr698	0	0	0	0	0	0
Olfr699	0	0	1	0	0	0
Olfr700	0	0	0	0	0	0
4930458B22Rik	0	0	0	0	0	0
Olfr701	0	0	0	0	0	0
Olfr702	0	0	0	0	0	0
Olfr703	218	184	199	199	154	146
Olfr704	0	0	0	0	0	0
Olfr705	0	0	0	0	0	0
Olfr706	0	0	0	0	0	0
Olfr707	0	0	0	0	0	0
Olfr1532-ps1	5	5	5	2	2	2
Olfr709-ps1	0	0	0	0	0	0
Olfr710	0	0	0	0	0	0
Gm44582	0	0	0	0	0	0
Olfr6	0	1	0	0	1	1
Olfr711	0	0	0	0	0	0
Olfr712-ps1	0	0	0	0	0	0
Olfr2	0	0	0	0	0	0
Olfr713	0	0	0	0	0	0
Gm17991	0	0	0	0	0	0
Olfr714	0	1	0	0	0	0
Gm45023	0	0	0	0	0	0
Olfr17	34	18	25	11	17	24
Gm10081	0	0	0	0	0	0
RP23-299K19.6	0	0	0	0	0	0
Olfr715	0	0	0	0	0	0
Olfr716	2	5	1	1	0	2
Nlrp14	0	0	0	0	0	0
Gm3765	1	1	5	0	0	1
Rbmxl2	0	0	0	0	0	0
Platr28	1	0	1	0	1	0
Gm24932	0	0	0	2	0	2
Gm19033	0	0	0	0	0	0
Syt9	0	0	0	0	0	0
Olfml1	0	0	0	0	0	0
Gm44773	1	2	1	1	1	0
Ppfibp2	0	0	0	0	0	0
5330417H12Rik	0	0	0	0	0	0
Gm44772	8	4	11	4	4	1
Cyb5r2	0	0	0	0	0	0
Gm45040	0	0	0	0	0	0
Ovch2	0	0	0	0	0	0
Olfr467	0	0	0	0	0	0
Olfr468-ps1	0	0	0	0	0	0
Olfr469	0	2	0	0	0	1
Gm5002	0	0	0	0	0	0
Olfr470	0	0	0	0	0	0
Olfr471	0	0	0	0	0	0
Gm10156	0	0	0	0	0	0
Olfr472	3	0	0	1	0	1
Olfr473	0	0	0	0	0	0
Gm9449	0	0	0	0	0	0
Olfr474	0	0	0	0	0	0
Olfr476	0	0	1	0	0	0
Olfr477	12	13	14	5	12	4
Gm6702	0	0	0	0	0	0
Olfr478	0	0	0	0	0	1
Olfr479	0	0	0	0	0	0
Olfr480	3	2	3	3	2	0
Olfr481	0	0	0	0	0	0
Gm45375	0	0	0	0	0	0
Olfr482	1	2	0	0	0	0
Gm44870	0	0	0	0	0	0
Olfr483	0	0	0	0	0	0
Gm25424	0	0	0	0	0	0
Olfr484	0	0	0	0	0	0
Olfr485	0	0	0	0	0	0
Olfr486	0	0	0	0	0	0
Gm18944	0	0	0	0	0	0
Olfr487	4	12	10	6	5	1
Olfr488	0	0	0	0	0	0
Gm6007	0	0	0	0	0	0
Olfr489-ps1	0	1	0	0	0	1
Olfr490	0	1	1	0	0	0
Gm44594	0	0	0	0	0	0
Olfr491	6	3	1	21	8	6
Olfr492	0	0	0	0	0	0
Olfr493	0	0	0	0	0	0
Olfr494	0	2	0	0	0	0
Gm45392	0	0	0	2	1	0
Olfr495	0	0	0	0	0	0
Olfr496-ps1	0	0	0	0	0	0
Olfr497	0	0	0	0	0	0
Gm44611	0	0	0	0	0	0
Olfr498	0	0	0	0	0	0
Olfr499-ps1	0	0	0	0	0	0
Olfr500-ps1	1	0	0	1	1	1
Olfr501-ps1	0	0	0	0	0	0
Olfr502	0	0	0	0	0	0
Gm5053	17	11	17	10	13	6
Olfr503	0	0	0	0	0	0
Olfr504	0	0	0	0	0	0
Gm18410	0	0	0	0	0	0
Gm44865	3	0	2	0	0	0
Olfr505-ps1	0	0	0	0	0	0
Gm19127	0	0	0	0	0	0
Olfr506	0	0	0	0	0	0
Olfr507	0	0	0	0	0	0
Olfr508	0	2	0	0	0	1
Olfr509	0	0	0	0	0	0
Olfr510	0	0	0	0	0	0
Olfr511-ps1	0	0	0	0	0	0
Olfr512	0	0	1	1	2	0
Olfr513	0	0	0	0	0	0
Gm45232	7	10	2	1	2	4
Olfr514	0	0	0	0	0	0
Olfr515-ps1	0	0	0	0	0	0
Olfr516	0	0	0	0	0	0
Gm17992	0	0	0	0	0	0
Olfr517	0	0	0	2	0	0
Olfr518	0	0	0	0	0	0
Olfr519	0	3	0	0	1	0
Nlrp10	2	0	0	0	0	0
Eif3f	0	1	0	5	2	3
Tub	0	0	0	0	0	0
Gm26599	0	0	0	0	0	0
Ric3	0	0	0	0	0	0
