	chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value
12575	chr8	124486098	124486147	RNF139	0	+	124486098	124486147	0	1	49	0	2.64696250688345	0.00153434553131526
12576	chr8	124487531	124487580	RNF139	0	+	124487531	124487580	0	1	49	0	4.51085950635582	1.33998656837164e-07
12577	chr5	159158103	159158152	RNF145	0	-	159158103	159158152	0	1	49	0	1.73020157622398	0.00254510294305532
12578	chr5	159158450	159158499	RNF145	0	-	159158450	159158499	0	1	49	0	-0.893309874995171	0.000945510162977725
12579	chr3	196488631	196488680	RNF168	0	-	196488631	196488680	0	1	49	0	-0.978038738942602	0.000340105522648959
12580	chr3	196503319	196503368	RNF168	0	-	196503319	196503368	0	1	49	0	2.44568593664073	0.00111314080468927
12581	chr22	31205132	31205181	RNF185	0	+	31205132	31205181	0	1	49	0	1.87514107816711	0.000764114945719818
12582	chr1	32936894	32936943	RNF19B	0	-	32936894	32936943	0	1	49	0	1.3467287609137	0.00137014025660431
12583	chr9	137220394	137220443	RNF208	0	-	137220394	137220443	0	1	49	0	1.90719563643815	0.00377351122421643
12584	chr7	4997525	4997574	RNF216P1	0	+	4997525	4997574	0	1	49	0	0.886137693703469	0.000716734444650147
12585	chr11	119335142	119335191	RNF26	0	+	119335142	119335191	0	1	49	0	-1.29392104098877	0.00277285245662951
12586	chr11	119335981	119336030	RNF26	0	+	119335981	119336030	0	1	49	0	-1.45225232891005	5.1859968137058e-05
12587	chr11	119336179	119336228	RNF26	0	+	119336179	119336228	0	1	49	0	-0.755667537541279	0.00101998740366371
12588	chr12	121417531	121417580	RNF34	0	+	121417531	121417580	0	1	49	0	-4.0718717058503	0.000519276218406528
12589	chr4	2513824	2513873	RNF4	0	+	2513824	2513873	0	1	49	0	1.04858065941272	9.81996807509766e-05
12590	chr16	30775613	30775662	RNF40	0	+	30775613	30775662	0	1	49	0	-2.89037175690602	0.0015213372876407
12591	chr16	30776159	30776208	RNF40	0	+	30776159	30776208	0	1	49	0	4.60517018598809	0.000933131731011061
12592	chr6	88612489	88612538	RNGTT	0	-	88612489	88612538	0	1	49	0	-4.05178494764228	0.00153833791638935
12593	chr18	13737066	13737115	RNMT	0	+	13737066	13737115	0	1	49	0	5.39816270151775	0.000724894139406684
12594	chr17	792257	792306	RNMTL1	0	+	792257	792306	0	1	49	0	4.88658264986246	3.39482856603901e-07
12595	chr2	240578436	240578485	RNPEPL1	0	+	240578436	240578485	0	1	49	0	2.30712024815943	0.00353489962365239
12596	chr18	21111402	21111451	ROCK1	0	-	21111402	21111451	0	1	49	0	2.63244208988113	0.00412584295450102
12597	chr18	121189	121238	ROCK1P1	0	+	121189	121238	0	1	49	0	-5.76205138277081	4.63182334492496e-05
12598	chr2	11183389	11183438	ROCK2	0	-	11183389	11183438	0	1	49	0	-0.817515094844091	0.000387500783580519
12599	chr2	11192244	11192293	ROCK2	0	-	11192244	11192293	0	1	49	0	5.40267738186292	1.55365791343343e-08
12600	chr2	11344437	11344486	ROCK2	0	-	11344437	11344486	0	1	49	0	-1.38348141974326	0.0013786262907105
12601	chr2	210019989	210020038	RPE	0	+	210019989	210020038	0	1	49	0	4.49980967033026	0.00360989631688158
12602	chr18	49482277	49482326	RPL17-C18orf32	0	-	49482277	49482326	0	1	49	0	-4.18965474201706	0.000186922782509647
12603	chr1	6186509	6186558	RPL22	0	-	6186509	6186558	0	1	49	0	0.697875321756301	0.000370412466426329
12604	chr8	213434	213483	RPL23AP53	0	-	213434	213483	0	1	49	0	1.0028453835761	0.00126303370134306
12605	chr17	83229795	83229844	RPL23AP87	0	+	83229795	83229844	0	1	49	0	-4.2046926193816	0.000183762450319147
12606	chr19	55387538	55387587	RPL28	0	+	55387538	55387587	0	1	49	0	1.21163567707151	0.00163264391884277
12607	chr19	55388645	55388694	RPL28	0	+	55388645	55388694	0	1	49	0	2.05033345750728	1.99741321442737e-05
12608	chr19	55388745	55388794	RPL28	0	+	55388745	55388794	0	1	49	0	2.20385025230774	0.00145672033532795
12609	chr20	38066166	38066215	RPRD1B	0	+	38066166	38066215	0	1	49	0	-5.32300997912904	4.35558349356491e-05
12610	chr1	150471434	150471483	RPRD2	0	+	150471434	150471483	0	1	49	0	2.42669726370208	0.000219628172914987
12611	chr17	59946638	59946687	RPS6KB1	0	+	59946638	59946687	0	1	49	0	3.09104245335832	1.05399651895155e-06
12612	chr17	59947585	59947634	RPS6KB1	0	+	59947585	59947634	0	1	49	0	4.48300255201389	0.0011659523367854
12613	chr1	213242009	213242058	RPS6KC1	0	+	213242009	213242058	0	1	49	0	-0.630284957843048	0.00246169801614515
12614	chr17	80625767	80643750	RPTOR	0	+	80625767	80643750	0	2	27,23	0,17961	3.9120230049084	0.000240967619921539
12615	chr17	80964983	80965032	RPTOR	0	+	80964983	80965032	0	1	49	0	4.87519732320115	0.00186227220706647
RPTOR,6086	chr17	80965579	80965677	RPTOR	0	+	80965579	80965677	0	1	98	0	1.52877000936665	1.27226071752298e-07
12616	chr16	785724	785773	RPUSD1	0	-	785724	785773	0	1	49	0	-1.05129830713206	0.00352121777266545
RPUSD1,1075	chr16	785974	786073	RPUSD1	0	-	785974	786073	0	1	99	0	-1.01884732019925	6.94784861942104e-05
12617	chr15	40574006	40574055	RPUSD2	0	+	40574006	40574055	0	1	49	0	1.43768530698938	0.00104720679038317
12618	chr15	40574251	40574300	RPUSD2	0	+	40574251	40574300	0	1	49	0	0.944461608840853	0.00313230379124874
12619	chr2	218594606	218594655	RQCD1	0	+	218594606	218594655	0	1	49	0	-1.80714438806487	0.00124937550879367
12620	chr20	17660413	17660462	RRBP1	0	-	17660413	17660462	0	1	49	0	1.50548287838501	0.000124019754112914
12621	chr6	7229426	7229475	RREB1	0	+	7229426	7229475	0	1	49	0	1.77398729948217	0.00245488138161176
RREB1,3458	chr6	7230819	7230918	RREB1	0	+	7230819	7230918	0	1	99	0	-1.01518300506098	1.64119973007404e-05
12622	chr6	7231217	7231266	RREB1	0	+	7231217	7231266	0	1	49	0	0.610407488835617	0.00204183006730796
12623	chr6	7231714	7231763	RREB1	0	+	7231714	7231763	0	1	49	0	-0.637727949742124	0.000391731019946384
12624	chr6	7240592	7246462	RREB1	0	+	7240592	7246462	0	2	11,39	0,5832	0.584762289709443	0.00285158777104111
12625	chr6	7246712	7246761	RREB1	0	+	7246712	7246761	0	1	49	0	1.27307010900185	0.00287962011431386
RREB1,5696	chr6	7248747	7248846	RREB1	0	+	7248747	7248846	0	1	99	0	1.6030886847449	4.19056609009851e-05
12626	chr16	22419895	22419944	RRN3P3	0	-	22419895	22419944	0	1	49	0	-1.64441233470593	0.000473305271774138
12627	chr21	43803663	43803712	RRP1	0	+	43803663	43803712	0	1	49	0	-0.755977759352358	0.00231259112751803
12628	chr6	43029116	43029165	RRP36	0	+	43029116	43029165	0	1	49	0	-1.3321997991434	0.00244854281356754
12629	chr6	43029309	43029358	RRP36	0	+	43029309	43029358	0	1	49	0	-0.718777439726279	0.00171804798408604
12630	chr22	42512252	42512301	RRP7A	0	-	42512252	42512301	0	1	49	0	-3.46573590227998	0.00294332101742112
12631	chr11	6601241	6601290	RRP8	0	-	6601241	6601290	0	1	49	0	-3.6109179124832	0.000361793305871827
12632	chr8	66430051	66430100	RRS1	0	+	66430051	66430100	0	1	49	0	0.880103739858314	0.0001229821589116
12633	chr8	66430294	66430343	RRS1	0	+	66430294	66430343	0	1	49	0	-1.28817650516137	0.00248084509689461
12634	chr8	66430587	66430636	RRS1	0	+	66430587	66430636	0	1	49	0	-1.24576993300331	0.00309383168008071
12635	chr17	50485881	50485930	RSAD1	0	+	50485881	50485930	0	1	49	0	2.03980057216399	0.000275730043158173
12636	chr1	113797855	113797904	RSBN1	0	-	113797855	113797904	0	1	49	0	-2.33707126906547	0.000745317509731169
RSC1A1,1146	chr1	15660990	15661088	RSC1A1	0	+	15660990	15661088	0	1	98	0	-0.954704233897905	1.96238460101407e-05
12637	chr1	15661137	15661186	RSC1A1	0	+	15661137	15661186	0	1	49	0	-2.07944154167984	0.000439456243619851
12638	chr1	15661575	15661624	RSC1A1	0	+	15661575	15661624	0	1	49	0	-5.82304589547365	0.000592614696752869
12639	chr11	77667326	77667375	RSF1	0	-	77667326	77667375	0	1	49	0	1.39052269722941	0.000665786147836633
12640	chr11	77701854	77701903	RSF1	0	-	77701854	77701903	0	1	49	0	2.74756901970197	0.00176899615397519
12641	chr16	57204630	57204679	RSPRY1	0	+	57204630	57204679	0	1	49	0	3.79173683955315	2.50245059658649e-05
12642	chr16	57204977	57205026	RSPRY1	0	+	57204977	57205026	0	1	49	0	-0.576043262077372	0.00292794154265075
12643	chr10	16591655	16591704	RSU1	0	-	16591655	16591704	0	1	49	0	4.66343909411207	0.00270999037185671
12644	chr21	34791742	34791791	RUNX1	0	-	34791742	34791791	0	1	49	0	-1.76012892534134	0.00131269493324926
12645	chr21	34887232	34887281	RUNX1	0	-	34887232	34887281	0	1	49	0	-3.13549421443575	0.00152543648146564
12646	chr6	45547552	45547601	RUNX2	0	+	45547552	45547601	0	1	49	0	-0.534898134340236	0.00089354271774178
12647	chr1	24902093	24902142	RUNX3	0	-	24902093	24902142	0	1	49	0	0.5152212352407	0.00128261387347328
12648	chr9	134436957	134437006	RXRA	0	+	134436957	134437006	0	1	49	0	0.842443481922403	0.00444638235182848
12649	chr9	134440438	134440487	RXRA	0	+	134440438	134440487	0	1	49	0	0.554552486003669	0.00180795898880215
12650	chr4	6696983	6697032	S100P	0	+	6696983	6697032	0	1	49	0	-1.09112161693895	0.000829246129523176
12651	chr1	32826530	32826579	S100PBP	0	+	32826530	32826579	0	1	49	0	3.83586164446209	5.48304218850326e-05
12652	chr13	23331616	23331665	SACS	0	-	23331616	23331665	0	1	49	0	-1.97188563545858	9.10284945443429e-06
12653	chr13	23337950	23337999	SACS	0	-	23337950	23337999	0	1	49	0	4.65396035015753	0.000853452059050075
12654	chr13	23338449	23338498	SACS	0	-	23338449	23338498	0	1	49	0	-2.87167962436426	0.00128418327318935
12655	chr13	23339546	23339595	SACS	0	-	23339546	23339595	0	1	49	0	-1.58266767136949	0.000883154181455459
12656	chr13	23340493	23340542	SACS	0	-	23340493	23340542	0	1	49	0	4.63472898845417	6.08807194515393e-05
12657	chr19	5587395	5587745	SAFB2	0	-	5587395	5587745	0	2	5,45	0,306	0.96913321324854	0.00440105079111419
12658	chr7	93100655	93100704	SAMD9	0	-	93100655	93100704	0	1	49	0	5.43517654926556	0.000168565968060919
12659	chr7	93103983	93104032	SAMD9	0	-	93103983	93104032	0	1	49	0	0.95455343760773	0.000168958564939592
12660	chr7	93105523	93105572	SAMD9	0	-	93105523	93105572	0	1	49	0	-0.820068455324351	0.0024243905403265
12661	chr9	137063023	137063072	SAPCD2	0	-	137063023	137063072	0	1	49	0	-0.504983348072554	0.00433575273194964
12662	chr9	137064218	137064267	SAPCD2	0	-	137064218	137064267	0	1	49	0	0.753771802376376	0.00452181221258519
12663	chr10	70152582	70153876	SAR1A	0	-	70152582	70153876	0	2	11,39	0,1256	-5.7683209957844	2.78477735626836e-05
12664	chr5	134608459	134609575	SAR1B	0	-	134608459	134609575	0	2	45,5	0,1112	5.18738580584075	0.00106308657826992
12665	chr12	108523157	108523206	SART3	0	-	108523157	108523206	0	1	49	0	0.703392005508368	0.00175192120492296
12666	chr12	108560943	108560992	SART3	0	-	108560943	108560992	0	1	49	0	-0.542468056774644	0.00222236630388428
12667	chr2	199348903	199348952	SATB2	0	-	199348903	199348952	0	1	49	0	-1.72311327824994	0.00250807935483854
12668	chr6	39105507	39105556	SAYSD1	0	-	39105507	39105556	0	1	49	0	4.02535169057412	1.18008901333067e-05
12669	chr6	39109443	39109492	SAYSD1	0	-	39109443	39109492	0	1	49	0	-5.60580206628663	3.64379261336145e-05
12670	chr6	39113626	39113675	SAYSD1	0	-	39113626	39113675	0	1	49	0	-1.01831234626647	0.000301625670681705
12671	chr12	123295947	123295996	SBNO1	0	-	123295947	123295996	0	1	49	0	-0.760805829033761	0.00177803151487643
12672	chr11	121307248	121307297	SC5D	0	+	121307248	121307297	0	1	49	0	-0.867949904939872	0.00160484752528423
12673	chr11	121307695	121307744	SC5D	0	+	121307695	121307744	0	1	49	0	-3.73468898978499	0.000978789202123242
12674	chr19	49651406	49651455	SCAF1	0	+	49651406	49651455	0	1	49	0	1.48709906024186	0.000607348239311634
12675	chr19	49651852	49651901	SCAF1	0	+	49651852	49651901	0	1	49	0	2.27841473206623	3.91496781130263e-05
12676	chr19	49652100	49652149	SCAF1	0	+	49652100	49652149	0	1	49	0	5.18738581119381	3.67665700932162e-05
12677	chr19	49652794	49652843	SCAF1	0	+	49652794	49652843	0	1	49	0	0.995605354254233	0.00182846517897384
12678	chr19	49653339	49653388	SCAF1	0	+	49653339	49653388	0	1	49	0	1.3372382041307	0.00130316794869301
12679	chr19	49653438	49653487	SCAF1	0	+	49653438	49653487	0	1	49	0	0.862156974790953	0.00068025246579273
12680	chr12	45926590	45926639	SCAF11	0	-	45926590	45926639	0	1	49	0	3.50655789533127	0.00137334045995896
12681	chr21	31671844	31671893	SCAF4	0	-	31671844	31671893	0	1	49	0	-0.767432819943414	0.00430902600890348
12682	chr6	154832511	154832560	SCAF8	0	+	154832511	154832560	0	1	49	0	-0.652373672063604	0.00425258187536259
12683	chr6	154832659	154832708	SCAF8	0	+	154832659	154832708	0	1	49	0	-0.911628718768344	0.00087090136754775
12684	chr6	154833155	154833204	SCAF8	0	+	154833155	154833204	0	1	49	0	0.860436656267571	0.000100946105974109
12685	chr15	84640135	84640184	SCAND2P	0	+	84640135	84640184	0	1	49	0	5.11799381241676	0.00120502888956453
12686	chr3	47413842	47413891	SCAP	0	-	47413842	47413891	0	1	49	0	-0.831890718831663	0.00478558236599191
12687	chr12	124777877	124777926	SCARB1	0	-	124777877	124777926	0	1	49	0	0.779978555749071	0.000841950990483897
12688	chr4	129044013	129082316	SCLT1	0	-	129044013	129082316	0	2	39,11	0,38293	3.8066624924846	0.000238202512124919
12689	chr1	169853624	169853673	SCYL3	0	-	169853624	169853673	0	1	49	0	4.8121843593578	9.61221067902195e-05
12690	chr1	225991293	225991342	SDE2	0	-	225991293	225991342	0	1	49	0	4.97673374242057	0.00155330407734633
12691	chr17	28648949	28648998	SDF2	0	-	28648949	28648998	0	1	49	0	1.09861228866811	0.000706072966520477
12692	chr17	28655453	28661744	SDF2	0	-	28655453	28661744	0	2	31,19	0,6273	4.91998092582813	0.00171923360301596
12693	chr19	35995729	35995778	SDHAF1	0	+	35995729	35995778	0	1	49	0	0.675708777558307	0.00394158196038574
12694	chr11	61438014	61438063	SDHAF2	0	+	61438014	61438063	0	1	49	0	-1.6126328033311	0.00220296156111222
12695	chr7	97181273	97181322	SDHAF3	0	+	97181273	97181322	0	1	49	0	-2.25900193703246	7.68894861510328e-05
12696	chr9	136474143	136474192	SEC16A	0	-	136474143	136474192	0	1	49	0	0.99282030014015	0.00269560955985471
12697	chr9	136475636	136475685	SEC16A	0	-	136475636	136475685	0	1	49	0	4.99382817568366	2.2005311335338e-06
12698	chr3	128070040	128070089	SEC61A1	0	+	128070040	128070089	0	1	49	0	-1.65893855619836	0.00245736068410907
12699	chr3	128070837	128070886	SEC61A1	0	+	128070837	128070886	0	1	49	0	1.90765749018867	6.47047086264063e-05
12700	chr3	169992682	169992731	SEC62	0	+	169992682	169992731	0	1	49	0	-0.671129558418876	0.00450293191322815
12701	chr3	169993231	169993280	SEC62	0	+	169993231	169993280	0	1	49	0	4.76643833342319	2.63065741412661e-08
12702	chr6	107872866	107876566	SEC63	0	-	107872866	107876566	0	2	47,3	0,3698	6.10255859461356	0.000197526013881899
12703	chr14	81476533	81476582	SEL1L	0	-	81476533	81476582	0	1	49	0	-2.31911439494525	0.000765737185361881
12704	chr14	81476782	81476831	SEL1L	0	-	81476782	81476831	0	1	49	0	0.890972923889865	0.0010008063704362
12705	chr22	50217272	50217321	SELO	0	+	50217272	50217321	0	1	49	0	3.82864139632807	3.31804121844747e-07
12706	chr12	108623743	108623792	SELPLG	0	-	108623743	108623792	0	1	49	0	1.20477730959861	0.000547414573352723
12707	chr1	156177012	156177061	SEMA4A	0	+	156177012	156177061	0	1	49	0	0.734595937871009	0.00108395303392794
12708	chr1	156177307	156177356	SEMA4A	0	+	156177307	156177356	0	1	49	0	1.24293004757913	0.000246763337403255
12709	chr15	90229411	90229460	SEMA4B	0	+	90229411	90229460	0	1	49	0	0.752098416422646	0.00200694500485821
12710	chr9	89378768	89378817	SEMA4D	0	-	89378768	89378817	0	1	49	0	-0.631712645359965	0.00127434594928355
12711	chr9	89379268	89379317	SEMA4D	0	-	89379268	89379317	0	1	49	0	1.23034608958083	0.000530376180229775
12712	chr12	48074484	48074533	SENP1	0	-	48074484	48074533	0	1	49	0	4.71849887129509	0.00245918205619633
12713	chr3	185630649	185630698	SENP2	0	+	185630649	185630698	0	1	49	0	0.521407733096528	0.00400700803148723
12714	chr3	196931188	196931237	SENP5	0	+	196931188	196931237	0	1	49	0	5.63121178182138	1.15071701636271e-05
12715	chr6	75715641	75715690	SENP6	0	+	75715641	75715690	0	1	49	0	-3.17924359848353	0.00429428124249709
12716	chr16	30444457	30444506	SEPHS2	0	-	30444457	30444506	0	1	49	0	1.74813884675253	0.00169347416376553
12717	chr1	25815932	25815981	SEPN1	0	+	25815932	25815981	0	1	49	0	1.29098418131522	0.00186694445237512
12718	chr4	25124051	25124100	SEPSECS	0	-	25124051	25124100	0	1	49	0	1.16899308542991	0.00139333921850382
12719	chr17	77320086	77320135	SEPT9	0	+	77320086	77320135	0	1	49	0	0.860767132146317	0.00150073009794371
12720	chr17	77320235	77320284	SEPT9	0	+	77320235	77320284	0	1	49	0	3.27083556379891	0.000146349541268686
12721	chr17	77402359	77402408	SEPT9	0	+	77402359	77402408	0	1	49	0	0.625495008795002	0.00097270868956767
12722	chr11	17788200	17788249	SERGEF	0	-	17788200	17788249	0	1	49	0	-1.65399974053121	0.00478427688781202
12723	chr18	63987332	63987381	SERPINB8	0	+	63987332	63987381	0	1	49	0	-1.57288031669314	0.00120781864200847
12724	chr19	40422742	40422791	SERTAD1	0	-	40422742	40422791	0	1	49	0	4.31414921128066	0.00422161563728196
12725	chr19	40422982	40423031	SERTAD1	0	-	40422982	40423031	0	1	49	0	4.56954300834494	0.000995885814339847
12726	chr2	64635620	64635669	SERTAD2	0	-	64635620	64635669	0	1	49	0	-0.969599285328664	0.00242042565610223
12727	chr2	64635869	64635918	SERTAD2	0	-	64635869	64635918	0	1	49	0	-0.891542562184296	0.000270202189560087
12728	chr12	121822900	121822949	SETD1B	0	+	121822900	121822949	0	1	49	0	0.656713278313844	0.00155127658104348
12729	chr12	121823050	121823099	SETD1B	0	+	121823050	121823099	0	1	49	0	4.59511985013459	0.00305573068138665
12730	chr3	47017107	47017156	SETD2	0	-	47017107	47017156	0	1	49	0	1.56024766824332	0.000470703262568817
12731	chr3	47056851	47056900	SETD2	0	-	47056851	47056900	0	1	49	0	1.21387129618611	0.000102358101464417
12732	chr3	47123142	47123191	SETD2	0	-	47123142	47123191	0	1	49	0	5.12693574963138	1.0208873091333e-07
12733	chr3	47124090	47124139	SETD2	0	-	47124090	47124139	0	1	49	0	1.16423247567642	0.00244561276808364
12734	chr3	9440613	9440662	SETD5	0	+	9440613	9440662	0	1	49	0	-1.5152506973744	0.000700684402091367
12735	chr3	9477061	9477110	SETD5	0	+	9477061	9477110	0	1	49	0	3.86072971104059	0.00355779075952356
12736	chr4	139511538	139511587	SETD7	0	-	139511538	139511587	0	1	49	0	0.806087591715316	0.000873577740281295
12737	chr1	150959320	150960584	SETDB1	0	+	150959320	150960584	0	2	28,22	0,1243	0.711832464984106	0.00271849142105962
12738	chr1	150960783	150960832	SETDB1	0	+	150960783	150960832	0	1	49	0	1.38916380354784	0.000471393642901052
12739	chr1	150962694	150962997	SETDB1	0	+	150962694	150962997	0	2	26,24	0,280	4.81218435537243	0.00208316079315407
12740	chr13	49476522	49476571	SETDB2	0	+	49476522	49476571	0	1	49	0	-2.93783829513503	0.00146667954474666
12741	chr13	49476821	49476870	SETDB2	0	+	49476821	49476870	0	1	49	0	-1.38012784620448	0.00302055522118283
12742	chr13	49488409	49488458	SETDB2	0	+	49488409	49488458	0	1	49	0	-0.950001789215628	0.000527109963979977
12743	chr3	4313465	4313514	SETMAR	0	+	4313465	4313514	0	1	49	0	1.01212625973364	0.00178103961282694
12744	chr9	132264829	132264878	SETX	0	-	132264829	132264878	0	1	49	0	-4.72738781870297	0.00430987177375286
12745	chr9	132327145	132327194	SETX	0	-	132327145	132327194	0	1	49	0	-0.954683972907406	9.05784652358577e-05
12746	chr9	132328441	132328490	SETX	0	-	132328441	132328490	0	1	49	0	-6.38181601739673	0.000952915873564942
12747	chr6	144095126	144095175	SF3B5	0	-	144095126	144095175	0	1	49	0	-0.950134184549124	0.00199278846065087
12748	chr2	24074102	24074151	SF3B6	0	-	24074102	24074151	0	1	49	0	5.61677109766657	0.000485709685139835
SFMBT2,1817	chr10	7160416	7160515	SFMBT2	0	-	7160416	7160515	0	1	99	0	-0.946717418504863	1.09686417734202e-05
12749	chr10	7161959	7162008	SFMBT2	0	-	7161959	7162008	0	1	49	0	-1.72338217179101	0.00420606117089794
12750	chr10	50343587	50343636	SGMS1	0	-	50343587	50343636	0	1	49	0	3.03041783155331	0.000544660593078228
12751	chr4	107895653	107895702	SGMS2	0	+	107895653	107895702	0	1	49	0	5.11198778835654	0.00121814575848711
12752	chr4	2829913	2829962	SH3BP2	0	+	2829913	2829962	0	1	49	0	-1.13620707742788	0.000760038085869885
12753	chr4	2833904	2833953	SH3BP2	0	+	2833904	2833953	0	1	49	0	-2.05462637256011	8.42269269663021e-06
12754	chr1	248812242	248812291	SH3BP5L	0	-	248812242	248812291	0	1	49	0	-1.30939910729341	0.000846565563963564
12755	chr17	30624965	30625014	SH3GL1P2	0	+	30624965	30625014	0	1	49	0	5.26269018890489	0.000927516005117201
12756	chr1	86743344	86743393	SH3GLB1	0	+	86743344	86743393	0	1	49	0	2.01859988191123	0.00381971143347604
12757	chrX	19746390	19746439	SH3KBP1	0	-	19746390	19746439	0	1	49	0	5.7462031905308	3.95992049373462e-07
